"riderId","name","gender","country","age","height","weight","zpCategory","zpFTP","power_wkg5","power_wkg15","power_wkg30","power_wkg60","power_wkg120","power_wkg300","power_wkg1200","power_w5","power_w15","power_w30","power_w60","power_w120","power_w300","power_w1200","power_CP","power_AWC","power_compoundScore","race_last_rating","race_last_date","race_last_mixed_category","race_last_mixed_number","race_current_rating","race_current_date","race_current_mixed_category","race_current_mixed_number","race_max30_rating","race_max30_date","race_max30_expires","race_max30_mixed_category","race_max30_mixed_number","race_max90_rating","race_max90_date","race_max90_expires","race_max90_mixed_category","race_max90_mixed_number","race_finishes","race_dnfs","race_wins","race_podiums","handicaps_profile_flat","handicaps_profile_rolling","handicaps_profile_hilly","handicaps_profile_mountainous","phenotype_scores_sprinter","phenotype_scores_puncheur","phenotype_scores_pursuiter","phenotype_scores_climber","phenotype_scores_tt","phenotype_value","phenotype_bias","club_id","club_name"
150437,"JRøne  CloudRacer-9 @YT (TeamNL)","M","nl","Vet",183,74,"B",239,12.378378378378379,10.2973,7.918918918918919,5.945945945945946,5.0135,4.216216216216216,3.5135135135135136,916,762,586,440,371,312,260,237.98086862909358,28299.299309124865,1246.426601528642,1422.739719903774,1766232600,"Amethyst",5,1422.739719903774,1766232600,"Amethyst",5,1433.9738943829848,1765800600,1768824600,"Amethyst",5,1461.0149390220686,1758651540,1774008600,"Sapphire",4,26,0,1,4,61.01258214482715,-6.232133007643078,-32.09548498936239,-111.36821684658403,93,86,79.2,70.7,66,"Sprinter",10.775000000000006,2281,"TeamNL"
